name;number;description;validated_business_object;validated_business_object_alias;severity_level;join_clause;where_clause;message_de;message_en;message_fr;message_it;message_rm;short_text_de;short_text_en;short_text_fr;short_text_it;short_text_rm
SC_RULE0202;202;Der Schweregrad der akuten Erkrankung darf nicht kleiner als 0 oder groesser als 999 Punkte sein;ADMINISTRATIVES;adm;error;;adm.UV_ABC_FALL IN ('A', 'C') AND adm.UV_SCHWERE_SCORE IS NOT NULL AND adm.UV_SCHWERE_SCORE NOT BETWEEN 0 AND 999;ABC_FALL = [adm.UV_ABC_FALL], SCHWERE_SCORE = [adm.UV_SCHWERE_SCORE];;ABC_FALL = [adm.UV_ABC_FALL], SCHWERE_SCORE = [adm.UV_SCHWERE_SCORE];ABC_FALL = [adm.UV_ABC_FALL], SCHWERE_SCORE = [adm.UV_SCHWERE_SCORE];;Der Schweregrad der akuten Erkrankung darf nicht kleiner als 0 oder grösser als 999 Punkte sein.;;La gravité de la maladie aiguë ne peut être inférieure à 0 ou supérieure à 999 points.;Il grado di gravità della patologia acuta non deve essere inferiore a 0 o superiore a 999 punti.;
SC_RULE0203;203;Wenn ein Schweregrad angegeben wurde, so muss auch die Art des Scores eingetragen sein;ADMINISTRATIVES;adm;error;;adm.UV_ABC_FALL IN ('A', 'C') AND adm.UV_SCHWERE_SCORE > 0 AND adm.UV_ART_SCORE IS NULL;ABC_FALL = [adm.UV_ABC_FALL], SCHWERE_SCORE = [adm.UV_SCHWERE_SCORE], ART_SCORE = [adm.UV_ART_SCORE];;ABC_FALL = [adm.UV_ABC_FALL], SCHWERE_SCORE = [adm.UV_SCHWERE_SCORE], ART_SCORE = [adm.UV_ART_SCORE];ABC_FALL = [adm.UV_ABC_FALL], SCHWERE_SCORE = [adm.UV_SCHWERE_SCORE], ART_SCORE = [adm.UV_ART_SCORE];;Wenn ein Schweregrad angegeben wurde, so muss auch die Art des Scores eingetragen sein.;;Si la gravité a été saisie, indiquer le type de score.;Se è stato specificato un grado di gravità, è necessario inserire anche la tipologia di punteggio.;
SC_RULE0205;205;Patienten unter 16 Jahren werden nicht mit SAPS bewertet;ADMINISTRATIVES;adm;warning;;adm.UV_ABC_FALL IN ('A', 'C') AND adm.UV_ART_SCORE = 'S' AND adm.UV_ALTER < 16;ABC_FALL = [adm.UV_ABC_FALL], ART_SCORE = [adm.UV_ART_SCORE], ALTER = [adm.UV_ALTER];;ABC_FALL = [adm.UV_ABC_FALL], ART_SCORE = [adm.UV_ART_SCORE], ALTER = [adm.UV_ALTER];ABC_FALL = [adm.UV_ABC_FALL], ART_SCORE = [adm.UV_ART_SCORE], ALTER = [adm.UV_ALTER];;Patienten unter 16 Jahren werden nicht mit SAPS bewertet, sondern mit PIM2 oder CRIB.;;Les patients de moins de 16 ans ne sont pas évalués avec SAPS, mais avec PIM2 ou CRIB.;I pazienti di età inferiore a 16 anni non vengono valutati con SAPS, ma come PIM2 o CRIB.;
SC_RULE0206;206;Wenn die Art des Scores angegeben wurde, so muss auch ein Schweregrad oder Aufwandspunkte fuer IMC eingetragen sein;ADMINISTRATIVES;adm;error;;adm.UV_ABC_FALL = 'A' AND adm.UV_ART_SCORE IS NOT NULL AND adm.UV_SCHWERE_SCORE IS NULL AND adm.UV_AUFWAND_IMC IS NULL;ABC_FALL = [adm.UV_ABC_FALL], ART_SCORE = [adm.UV_ART_SCORE], SCHWERE_SCORE = [adm.UV_SCHWERE_SCORE], AUFWAND_IMC = [adm.UV_AUFWAND_IMC];;ABC_FALL = [adm.UV_ABC_FALL], ART_SCORE = [adm.UV_ART_SCORE], SCHWERE_SCORE = [adm.UV_SCHWERE_SCORE], AUFWAND_IMC = [adm.UV_AUFWAND_IMC];ABC_FALL = [adm.UV_ABC_FALL], ART_SCORE = [adm.UV_ART_SCORE], SCHWERE_SCORE = [adm.UV_SCHWERE_SCORE], AUFWAND_IMC = [adm.UV_AUFWAND_IMC];;Wenn die Art des Scores angegeben wurde, so muss auch ein Schweregrad oder Aufwandspunkte für IMC eingetragen sein.;;Si le type de score a été saisi, indiquer la gravité ou les points U-IMC.;Se è stata indicata la tipologia di punteggio, è necessario inserire anche un grado di gravità o i punti di risorse per IMC.;
SC_RULE0210;210;Aufenthalt in Intensivmedizin: Angabe uebersteigt die Dauer des gesamten Aufenthaltes;ADMINISTRATIVES;adm;error;;adm.UV_ABC_FALL = 'A' AND adm.UV_AUFENTHALT_IPS + adm.UV_AUFENTHALT_IMC > (TO_DATE(adm.UV_AUSTRITTSDATUM, 'YYYYMMDDHH24') - TO_DATE(adm.UV_EINTRITTSDATUM, 'YYYYMMDDHH24'))*24;ABC_FALL = [adm.UV_ABC_FALL], AUFENTHALT_IPS = [adm.UV_AUFENTHALT_IPS], AUFENTHALT_IMC = [adm.UV_AUFENTHALT_IMC], AUSTRITTSDATUM = [adm.UV_AUSTRITTSDATUM], EINTRITTSDATUM = [adm.UV_EINTRITTSDATUM];;ABC_FALL = [adm.UV_ABC_FALL], AUFENTHALT_IPS = [adm.UV_AUFENTHALT_IPS], AUFENTHALT_IMC = [adm.UV_AUFENTHALT_IMC], AUSTRITTSDATUM = [adm.UV_AUSTRITTSDATUM], EINTRITTSDATUM = [adm.UV_EINTRITTSDATUM];ABC_FALL = [adm.UV_ABC_FALL], AUFENTHALT_IPS = [adm.UV_AUFENTHALT_IPS], AUFENTHALT_IMC = [adm.UV_AUFENTHALT_IMC], AUSTRITTSDATUM = [adm.UV_AUSTRITTSDATUM], EINTRITTSDATUM = [adm.UV_EINTRITTSDATUM];;Aufenthalt in Intensivmedizin: Angabe übersteigt die Dauer des gesamten Aufenthaltes (Also die maximal mögliche Aufenthaltsdauer zwischen dem Eintritts- und Austrittsdatum).;;Séjour en soins intensifs: la donnée dépasse la durée du séjour total (à savoir la durée de séjour maximale possible entre la date d’admission et la date de sortie).;Degenza in cure intense: la durata indicata supera quella dell’intera degenza (cioè la massima durata possibile di degenza tra la data di ammissione e quella della dimissione).;
SC_RULE0211;211;Wenn die Art des Scores angegeben wurde, so muss auch ein Schweregrad oder Aufwandspunkte fuer IMC eingetragen sein;ADMINISTRATIVES;adm;warning;;adm.UV_ABC_FALL = 'C' AND adm.UV_ART_SCORE IS NOT NULL AND adm.UV_SCHWERE_SCORE IS NULL AND adm.UV_AUFWAND_IMC IS NULL;ABC_FALL = [adm.UV_ABC_FALL], ART_SCORE = [adm.UV_ART_SCORE], SCHWERE_SCORE = [adm.UV_SCHWERE_SCORE], AUFWAND_IMC = [adm.UV_AUFWAND_IMC];;ABC_FALL = [adm.UV_ABC_FALL], ART_SCORE = [adm.UV_ART_SCORE], SCHWERE_SCORE = [adm.UV_SCHWERE_SCORE], AUFWAND_IMC = [adm.UV_AUFWAND_IMC];ABC_FALL = [adm.UV_ABC_FALL], ART_SCORE = [adm.UV_ART_SCORE], SCHWERE_SCORE = [adm.UV_SCHWERE_SCORE], AUFWAND_IMC = [adm.UV_AUFWAND_IMC];;Wenn die Art des Scores angegeben wurde, so muss auch ein Schweregrad oder Aufwandspunkte für IMC eingetragen sein.;;Si le type de score a été saisi, indiquer la gravité ou les points U-IMC.;Se è stata indicata la tipologia di punteggio, è necessario inserire anche un grado di gravità o i punti di risorse per IMC.;
SC_RULE0224;224;Gestationsalter 2 ist mehr als 4 Wochen groesser als Gestationsalter 1;NEUGEBORENE;neu;warning;;neu.UV_GESTATIONSALTER1 IS NOT NULL AND neu.UV_GESTATIONSALTER2 IS NOT NULL AND SUBSTR(neu.UV_GESTATIONSALTER2, 1, 2) - SUBSTR(neu.UV_GESTATIONSALTER1, 1, 2) > 4;GESTATIONSALTER1 = [neu.UV_GESTATIONSALTER1], GESTATIONSALTER2 = [neu.UV_GESTATIONSALTER2];;GESTATIONSALTER1 = [neu.UV_GESTATIONSALTER1], GESTATIONSALTER2 = [neu.UV_GESTATIONSALTER2];GESTATIONSALTER1 = [neu.UV_GESTATIONSALTER1], GESTATIONSALTER2 = [neu.UV_GESTATIONSALTER2];;Gestationsalter 2 ist mehr als 4 Wochen grösser als Gestationsalter 1;;La durée de la grossesse 2 est de 4 semaines plus longue que la durée de la grossesse 1.;L’età gestazionale 2 supera di oltre 4 settimane l’età gestazionale 1.;
SC_RULE0225;225;Anzahl vorausg. Schwangerschaften insgesamt: Angabe fehlt;NEUGEBORENE;neu;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = neu.UV_FALL_ID;adm.UV_EINTRITTSART = 3 AND neu.UV_VORH_SCHWANGER IS NULL;EINTRITTSART = [adm.UV_EINTRITTSART], VORH_SCHWANGER = [neu.UV_VORH_SCHWANGER];;EINTRITTSART = [adm.UV_EINTRITTSART], VORH_SCHWANGER = [neu.UV_VORH_SCHWANGER];EINTRITTSART = [adm.UV_EINTRITTSART], VORH_SCHWANGER = [neu.UV_VORH_SCHWANGER];;Anzahl vorausgeganene Schwangerschaften insgesamt: Die Angabe fehlt.;;Total de grossesses précédentes: donnée manquante.;Numero complessivo di gravidanze precedenti: indicazione mancante.;
SC_RULE0226;226;Anzahl vorausg. Schwangerschaften insgesamt: Ausserhalb des gueltigen Wertebereichs;NEUGEBORENE;neu;error;;neu.UV_VORH_SCHWANGER IS NOT NULL AND neu.UV_VORH_SCHWANGER NOT BETWEEN 0 AND 40;VORH_SCHWANGER = [neu.UV_VORH_SCHWANGER];;VORH_SCHWANGER = [neu.UV_VORH_SCHWANGER];VORH_SCHWANGER = [neu.UV_VORH_SCHWANGER];;Anzahl vorausgegangene Schwangerschaften insgesamt: Die Angabe ist ausserhalb des gültigen Wertebereichs.;;Total de grossesses précédentes: donnée hors du domaine de valeurs admissible.;Numero complessivo di gravidanze precedenti: l’indicazione non rientra nell’intervallo di valori valido.;
SC_RULE0227;227;Anzahl vorausg. Lebendgeburten: Angabe fehlt;NEUGEBORENE;neu;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = neu.UV_FALL_ID;adm.UV_EINTRITTSART = 3 AND neu.UV_VORH_LEBENDGEBURTEN IS NULL;EINTRITTSART = [adm.UV_EINTRITTSART], VORH_LEBENDGEBURTEN = [neu.UV_VORH_LEBENDGEBURTEN];;EINTRITTSART = [adm.UV_EINTRITTSART], VORH_LEBENDGEBURTEN = [neu.UV_VORH_LEBENDGEBURTEN];EINTRITTSART = [adm.UV_EINTRITTSART], VORH_LEBENDGEBURTEN = [neu.UV_VORH_LEBENDGEBURTEN];;Anzahl vorausgegangene Lebendgeburten: Die Angabe fehlt.;;Nombre de naissances vivantes précédentes: donnée manquante.;Numero di nati vivi precedenti: indicazione mancante.;
SC_RULE0229;229;Anzahl vorausg. Fehl- oder Totgeburten: Angabe fehlt;NEUGEBORENE;neu;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = neu.UV_FALL_ID;adm.UV_EINTRITTSART = 3 AND neu.UV_VORH_FEHLGEBURTEN IS NULL;EINTRITTSART = [adm.UV_EINTRITTSART], VORH_FEHLGEBURTEN = [neu.UV_VORH_FEHLGEBURTEN];;EINTRITTSART = [adm.UV_EINTRITTSART], VORH_FEHLGEBURTEN = [neu.UV_VORH_FEHLGEBURTEN];EINTRITTSART = [adm.UV_EINTRITTSART], VORH_FEHLGEBURTEN = [neu.UV_VORH_FEHLGEBURTEN];;Anzahl vorausgegangene Fehl- oder Totgeburten: Die Angabe fehlt.;;Nombre de fausses couches et de mortinaissances précédentes: donnée manquante.;Numero di aborti spontanei o nati morti precedenti: indicazione mancante.;
SC_RULE0231;231;Neugeborenen-Zusatzdaten: Inkonsistente Angaben betreffend Schwangerschaften;NEUGEBORENE;neu;warning;;neu.UV_VORH_LEBENDGEBURTEN IS NOT NULL AND neu.UV_VORH_FEHLGEBURTEN IS NOT NULL AND neu.UV_VORH_ABBRUECHE IS NOT NULL AND neu.UV_VORH_SCHWANGER > neu.UV_VORH_LEBENDGEBURTEN + neu.UV_VORH_FEHLGEBURTEN + neu.UV_VORH_ABBRUECHE;VORH_LEBENDGEBURTEN = [neu.UV_VORH_LEBENDGEBURTEN], VORH_FEHLGEBURTEN = [neu.UV_VORH_FEHLGEBURTEN], VORH_ABBRUECHE = [neu.UV_VORH_ABBRUECHE], VORH_SCHWANGER = [neu.UV_VORH_SCHWANGER];;VORH_LEBENDGEBURTEN = [neu.UV_VORH_LEBENDGEBURTEN], VORH_FEHLGEBURTEN = [neu.UV_VORH_FEHLGEBURTEN], VORH_ABBRUECHE = [neu.UV_VORH_ABBRUECHE], VORH_SCHWANGER = [neu.UV_VORH_SCHWANGER];VORH_LEBENDGEBURTEN = [neu.UV_VORH_LEBENDGEBURTEN], VORH_FEHLGEBURTEN = [neu.UV_VORH_FEHLGEBURTEN], VORH_ABBRUECHE = [neu.UV_VORH_ABBRUECHE], VORH_SCHWANGER = [neu.UV_VORH_SCHWANGER];;Neugeborenen-Zusatzdaten: Inkonsistente Angaben betreffend Schwangerschaften.;;Données supplémentaires nouveau-nés: contradictoires avec les données sur les grossesses.;Dati aggiuntivi sul neonato: indicazioni incoerenti sulle gravidanze.;
SC_RULE0232;232;Anzahl vorausg. Schwangerschaftsabbrueche: Angabe fehlt;NEUGEBORENE;neu;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = neu.UV_FALL_ID;adm.UV_EINTRITTSART = 3 AND neu.UV_VORH_ABBRUECHE IS NULL;EINTRITTSART = [adm.UV_EINTRITTSART], VORH_ABBRUECHE = [neu.UV_VORH_ABBRUECHE];;EINTRITTSART = [adm.UV_EINTRITTSART], VORH_ABBRUECHE = [neu.UV_VORH_ABBRUECHE];EINTRITTSART = [adm.UV_EINTRITTSART], VORH_ABBRUECHE = [neu.UV_VORH_ABBRUECHE];;Anzahl vorausgegangene Schwangerschaftsabbrüche: Die Angabe fehlt.;;Nombre d’interruptions de grossesses précédentes: donnée manquante.;Numero di interruzioni di gravidanza precedenti: indicazione mancante.;
SC_RULE0233;233;Anzahl vorausg. Schwangerschaftsabbrueche: Ausserhalb des gueltigen Wertebereichs;NEUGEBORENE;neu;error;;neu.UV_VORH_ABBRUECHE IS NOT NULL AND neu.UV_VORH_ABBRUECHE NOT BETWEEN 0 AND 20;VORH_ABBRUECHE = [neu.UV_VORH_ABBRUECHE];;VORH_ABBRUECHE = [neu.UV_VORH_ABBRUECHE];VORH_ABBRUECHE = [neu.UV_VORH_ABBRUECHE];;Anzahl vorausgegangene Schwangerschaftsabbrüche: Die Angabe ist ausserhalb des gültigen Wertebereichs.;;Nombre d’interruptions de grossesses précédentes: donnée hors du domaine de valeurs admissible.;Numero di interruzioni di gravidanza precedenti: l’indicazione non rientra nell’intervallo di valori valido.;
SC_RULE0236;236;Neugeborenen-Zusatzdaten: Fehlender Zusatzdatensatz;ADMINISTRATIVES;adm;error;;adm.UV_ABC_FALL IN ('A', 'C') AND (adm.UV_EINTRITTSART = 3 OR adm.UV_ALTER =0) AND NOT EXISTS (SELECT 1 FROM [NEUGEBORENE neu] WHERE adm.UV_FALL_ID = neu.UV_FALL_ID);ABC_FALL = [adm.UV_ABC_FALL], EINTRITTSART = [adm.UV_EINTRITTSART], ALTER = [adm.UV_ALTER];;ABC_FALL = [adm.UV_ABC_FALL], EINTRITTSART = [adm.UV_EINTRITTSART], ALTER = [adm.UV_ALTER];ABC_FALL = [adm.UV_ABC_FALL], EINTRITTSART = [adm.UV_EINTRITTSART], ALTER = [adm.UV_ALTER];;"Bei einer Geburt im Spital müssen die Neugeborenen-Zusatzdaten vollständig ausgefüllt werden. Unabhängig von der Eintrittsart müssen bei Säuglingen bis 12 Monaten die Variablen ""aufnahmegewicht"", ""gestationsalter1"" od. ""gestationsalter2» immer ausgefüllt werden";;"Lors d’une naissance à l'hôpital, il faut remplir toutes les données nouveau-nés. Quel que soit le mode d'admission, pour les nourissons jusqu'à 12, il faut remplir les variables poids à l’admission (""aufnahmegewicht"") et durée de la grossesse 1 (""gestationsalter1"") ou durée de la grossesse 2 (""gestationsalter2"") ";;
SC_RULE0238;238;Neugeborenen-Zusatz / Hauptleistungsstelle: Neugeborene sind in der Regel auf der Geburtsabteilung (M300, M400);NEUGEBORENE;neu;warning;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = neu.UV_FALL_ID;adm.UV_ABC_FALL IN ('A', 'C') AND adm.UV_HAUPTLEISTUNGSSTELLE NOT IN ('M300', 'M400');ABC_FALL = [adm.UV_ABC_FALL], HAUPTLEISTUNGSSTELLE = [adm.UV_HAUPTLEISTUNGSSTELLE];;ABC_FALL = [adm.UV_ABC_FALL], HAUPTLEISTUNGSSTELLE = [adm.UV_HAUPTLEISTUNGSSTELLE];ABC_FALL = [adm.UV_ABC_FALL], HAUPTLEISTUNGSSTELLE = [adm.UV_HAUPTLEISTUNGSSTELLE];;Neugeborenen-Zusatz / Hauptleistungsstelle: Neugeborene sind in der Regel auf der Geburtsabteilung (Hauptleistungsstelle = M300 oder M400).;;Données supplémentaires nouveau-nés / centre de prestations principal: en principe, les nouveau-nés sont en obstétrique / gynécologie (centre de prestations principal = M300 ou M400).;Dati aggiuntivi relativi al neonato / centro di prestazioni principale: I neonati sono solitamente ricoverati nel reparto maternità (centro di prestazioni principale = M300 o M400).;
SC_RULE0239;239;Neugeborenen-Zusatz / Alter bei Eintritt: Die Altersangabe bei Neugeborenen kann nur 0 sein;NEUGEBORENE;neu;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = neu.UV_FALL_ID;adm.UV_ABC_FALL IN ('A', 'C') AND adm.UV_ALTER <> 0;ABC_FALL = [adm.UV_ABC_FALL], ALTER = [adm.UV_ALTER];;ABC_FALL = [adm.UV_ABC_FALL], ALTER = [adm.UV_ALTER];ABC_FALL = [adm.UV_ABC_FALL], ALTER = [adm.UV_ALTER];;Neugeborenen-Zusatz / Alter bei Eintritt: Die Altersangabe bei Neugeborenen kann nur 0 sein.;;Données supplémentaires nouveau-nés / âge à l’admission: l’âge pour les nouveau-nés doit être 0.;Dati aggiuntivi relativi al neonato / età al momento dell’ammissione: l’età di un neonato può essere solamente 0.;
SC_RULE0240;240;Vitalstatus / Austrittsart: Angaben stimmen nicht ueberein;NEUGEBORENE;neu;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = neu.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND neu.UV_VITALSTATUS = 1 AND adm.UV_AUSTRITTSENTSCHEID <> 5;ABC_FALL = [adm.UV_ABC_FALL], VITALSTATUS = [neu.UV_VITALSTATUS], AUSTRITTSENTSCHEID = [adm.UV_AUSTRITTSENTSCHEID];;ABC_FALL = [adm.UV_ABC_FALL], VITALSTATUS = [neu.UV_VITALSTATUS], AUSTRITTSENTSCHEID = [adm.UV_AUSTRITTSENTSCHEID];ABC_FALL = [adm.UV_ABC_FALL], VITALSTATUS = [neu.UV_VITALSTATUS], AUSTRITTSENTSCHEID = [adm.UV_AUSTRITTSENTSCHEID];;Vitalstatus / Austrittsart: Die Angaben stimmen nicht überein.;;État à la naissance / mode de sortie: données contradictoires.;Stato vitale / tipologia di dimissione: le indicazioni non corrispondono.;
SC_RULE0241;241;Wenn Eintrittsart <> Geburt und Alter = 0, müssen die 3 Variabeln da sein: mind. 1  Gestationsalter, das Aufnahmegewicht und der Kopfumfang;NEUGEBORENE;neu;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = neu.UV_FALL_ID;adm.UV_ALTER = 0 AND adm.UV_EINTRITTSART <> 3 AND (neu.UV_AUFNAHMEGEWICHT IS NULL OR (UV_GESTATIONSALTER1 IS NULL AND neu.UV_GESTATIONSALTER2 IS NULL));EINTRITTSART = [adm.UV_EINTRITTSART], ALTER = [adm.UV_ALTER], AUFNAHMEGEWICHT = [neu.UV_AUFNAHMEGEWICHT], Gestationsalter1 = [neu.UV_GESTATIONSALTER1], Gestationsalter2 = [neu.UV_GESTATIONSALTER2];;EINTRITTSART = [adm.UV_EINTRITTSART], ALTER = [adm.UV_ALTER], AUFNAHMEGEWICHT = [neu.UV_AUFNAHMEGEWICHT], Gestationsalter1 = [neu.UV_GESTATIONSALTER1], Gestationsalter2 = [neu.UV_GESTATIONSALTER2];EINTRITTSART = [adm.UV_EINTRITTSART], ALTER = [adm.UV_ALTER], AUFNAHMEGEWICHT = [neu.UV_AUFNAHMEGEWICHT], Gestationsalter1 = [neu.UV_GESTATIONSALTER1], Gestationsalter2 = [neu.UV_GESTATIONSALTER2];;"Wenn die Eintrittsart  nicht ""Geburt"" ist (=3) und das Alter ""0"", dann müssen die zwei folgenden Variablen vorhanden sein: mindestens 1x Gestationsalter und das Aufnahmegewicht";;"Si la mode d’admission n'est pas « naissance » (=3) et l'âge est égale ""0"", les deux variables suivantes doivent être présentes : au moins 1x durée de la grossesse et poids à l'admission";;
SC_RULE0242;242;Wenn Eintrittsart = Geburt und Alter = 0, dürfen keine Neugeborenen Zusatzdaten geliefert werden (Ausnahmen: Gestationsalter, das Aufnahmegewicht und der Kopfumfang);NEUGEBORENE;neu;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = neu.UV_FALL_ID;adm.UV_ALTER = 0 AND adm.UV_EINTRITTSART <> 3 AND (neu.UV_GEBURTSZEIT IS NOT NULL OR neu.UV_MEHRLING IS NOT NULL OR neu.UV_GEBURTSRANG IS NOT NULL OR neu.UV_GEBURTSGEWICHT IS NOT NULL OR neu.UV_LAENGE IS NOT NULL OR neu.UV_MISSBILDUNGEN IS NOT NULL OR neu.UV_FALL_ID_MUTTER IS NOT NULL OR neu.UV_VORH_SCHWANGER IS NOT NULL OR neu.UV_VORH_LEBENDGEBURTEN IS NOT NULL OR neu.UV_VORH_FEHLGEBURTEN IS NOT NULL OR neu.UV_VORH_ABBRUECHE IS NOT NULL OR neu.UV_VITALSTATUS IS NOT NULL);EINTRITTSART = [adm.UV_EINTRITTSART], ALTER = [adm.UV_ALTER];;EINTRITTSART = [adm.UV_EINTRITTSART], ALTER = [adm.UV_ALTER];EINTRITTSART = [adm.UV_EINTRITTSART], ALTER = [adm.UV_ALTER];;"Wenn die Eintrittsart nicht ""Geburt"" ist und das Alter ""0"" ist, dürfen keine Neugeborenen Zusatzdaten geliefert werden (Ausnahmen sind die drei Variablen: Gestationsalter, das Aufnahmegewicht und der Kopfumfang)";;Si la mode d’admission n'est pas « naissance » et l'âge est égal « 0 », aucune donnée supplémentaire sur les nouveau-nés ne peut être fournie (les exceptions sont les trois variables : durée de la grossesse, poids à l'admission et tour de tête à la naissance).;;
SC_RULE0243;243;Vitalstatus: Angabe fehlt;NEUGEBORENE;neu;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = neu.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND adm.UV_EINTRITTSART = 3 AND neu.UV_VITALSTATUS IS NULL;ABC_FALL = [adm.UV_ABC_FALL], EINTRITTSART = [adm.UV_EINTRITTSART],  VITALSTATUS = [neu.UV_VITALSTATUS];;ABC_FALL = [adm.UV_ABC_FALL], EINTRITTSART = [adm.UV_EINTRITTSART],  VITALSTATUS = [neu.UV_VITALSTATUS];ABC_FALL = [adm.UV_ABC_FALL], EINTRITTSART = [adm.UV_EINTRITTSART],  VITALSTATUS = [neu.UV_VITALSTATUS];;Vitalstatus: Die Angabe fehlt.;;État à la naissance: donnée manquante.;Stato vitale: indicazione mancante.;
SC_RULE0245;245;Mehrling: Angabe fehlt;NEUGEBORENE;neu;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = neu.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND adm.UV_EINTRITTSART = 3 AND neu.UV_MEHRLING IS NULL;ABC_FALL = [adm.UV_ABC_FALL], EINTRITTSART = [adm.UV_EINTRITTSART],  MEHRLING = [neu.UV_MEHRLING];;ABC_FALL = [adm.UV_ABC_FALL], EINTRITTSART = [adm.UV_EINTRITTSART],  MEHRLING = [neu.UV_MEHRLING];ABC_FALL = [adm.UV_ABC_FALL], EINTRITTSART = [adm.UV_EINTRITTSART],  MEHRLING = [neu.UV_MEHRLING];;Mehrling: Die Angabe fehlt.;;Naissances multiples: donnée manquante.;Parto plurigemellare: indicazione mancante.;
SC_RULE0247;247;Geburtsrang bei Mehrlingsgeburten: Angabe fehlt/unkorrekt fuer Mehrlingsschwangerschaft;NEUGEBORENE;neu;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = neu.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND neu.UV_MEHRLING > 1 AND (neu.UV_GEBURTSRANG IS NULL OR neu.UV_GEBURTSRANG > neu.UV_MEHRLING);ABC_FALL = [adm.UV_ABC_FALL], MEHRLING = [neu.UV_MEHRLING], GEBURTSRANG = [neu.UV_GEBURTSRANG];;ABC_FALL = [adm.UV_ABC_FALL], MEHRLING = [neu.UV_MEHRLING], GEBURTSRANG = [neu.UV_GEBURTSRANG];ABC_FALL = [adm.UV_ABC_FALL], MEHRLING = [neu.UV_MEHRLING], GEBURTSRANG = [neu.UV_GEBURTSRANG];;Geburtsrang bei Mehrlingsgeburten: Die Angabe fehlt oder ist unkorrekt für Mehrlingsschwangerschaft.;;Ordre de naissance dans les naissances multiples: donnée manquante ou incorrecte pour des naissances multiples.;Ordine di nascita per parti plurigemellari: l’indicazione mancante o errata per una gravidanza plurigemellare.;
SC_RULE0248;248;Bei einem Einling sollte der Geburtsrang 1 angegeben werden;NEUGEBORENE;neu;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = neu.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND neu.UV_MEHRLING = 1 AND (neu.UV_GEBURTSRANG IS NULL OR neu.UV_GEBURTSRANG <> 1);ABC_FALL = [adm.UV_ABC_FALL], MEHRLING = [neu.UV_MEHRLING], GEBURTSRANG = [neu.UV_GEBURTSRANG];;ABC_FALL = [adm.UV_ABC_FALL], MEHRLING = [neu.UV_MEHRLING], GEBURTSRANG = [neu.UV_GEBURTSRANG];ABC_FALL = [adm.UV_ABC_FALL], MEHRLING = [neu.UV_MEHRLING], GEBURTSRANG = [neu.UV_GEBURTSRANG];;Bei einem Einling muss der Geburtsrang 1 angegeben werden (Nicht die Anzahl der insgesamt geborenen Kinder der Mutter).;;Pour une naissance unique, saisir l’ordre de naissance 1 (et non le nombre total d’enfants nés de la mère).;In caso di parto di un figlio singolo, deve essere indicato l’ordine di nascita 1 (non il numero totale di figli nati dalla madre).;
SC_RULE0250;250;Geburtsgewicht (gr): Angabe fehlt;NEUGEBORENE;neu;error;JOIN [ADMINISTRATIVES adm] ON adm.UV_FALL_ID = neu.UV_FALL_ID;adm.UV_ABC_FALL = 'A' AND adm.UV_EINTRITTSART = 3 AND neu.UV_GEBURTSGEWICHT IS NULL;ABC_FALL = [adm.UV_ABC_FALL], EINTRITTSART = [adm.UV_EINTRITTSART],  GEBURTSGEWICHT = [neu.UV_GEBURTSGEWICHT];;ABC_FALL = [adm.UV_ABC_FALL], EINTRITTSART = [adm.UV_EINTRITTSART],  GEBURTSGEWICHT = [neu.UV_GEBURTSGEWICHT];ABC_FALL = [adm.UV_ABC_FALL], EINTRITTSART = [adm.UV_EINTRITTSART],  GEBURTSGEWICHT = [neu.UV_GEBURTSGEWICHT];;Geburtsgewicht (Gramm): Die Angabe fehlt.;;Poids à la naissance (grammes): donnée manquante.;Peso alla nascita (grammi): indicazione mancante.;
